CODEACTE;CODEACTE_LABEL
LBQ+079;VALUATION INTERMÉD POUR RÉÉDUC FCTNS ARTICULATIONS TEMPOROMANDIBULAIRES
LBQ+211;VALUATION INITIALE POUR RÉÉDUC FONCTIONS ARTICULATIONS TEMPOROMANDIBULAIRES
LBQ+257;VALUATION FINALE POUR RÉÉDUC FONCTIONS ARTICULATIONS TEMPOROMANDIBULAIRES
LBR+138;SÉANCE RÉÉDUC FONCTIONS ARTICULATIONS TEMPOROMANDIBULAIRES
LHQ+048;ÉVAL INITIALE POUR RÉÉDUC FONCTIONS OSTÉOARTICULAIRES COLONNE VERTÉBRALE
LHQ+063;ÉVAL INTERMÉDIAIRE POUR RÉÉDUC FONCTIONS OSTÉOARTICULAIRES COLONNE VERTÉBRALE
LHQ+244;ÉVAL FINALE POUR RÉÉDUC FONCTIONS OSTÉOARTICULAIRES COLONNE VERTÉBRALE
LHR+050;SÉANCE RÉÉDUC POSTOP FCTNS OSTÉOARTICS COLONNE VERTÉB APRÈS RÉPAR LÉSION TRAUMA / CORRECT DÉFORM
LHR+113;SÉANCE RÉÉDUC FONCTIONS COLONNE VERTÉBRALE POUR LÉSION OSTÉOARTICULAIRE DÉGÉNÉRATIVE
LHR+146;SÉANCE RÉÉDUC FONCTIONS OSTÉOARTICULAIRES COLONNE VERTÉBRALE
LHR+189;SÉANCE RÉÉDUC POSTOP FCTNS OSTÉOARTICS COLONNE VERTÉBRALE APRÈS CORRECT LÉSION DÉGÉNÉRATIVE
LJ;RÉALISATION ACTE HORS ÉTABLISSEMENT EN MILIEU NATUREL
ME;RÉALISATION ACTE EN SALLE SOINS
MKM+166;SÉANCE DÉVELOPPEMENT CAPACITÉS MEMBRE SUPÉRIEUR NON DOMINANT / PLUS APTE
MKQ+001;ÉVAL INITIALE POUR RÉÉDUC FONCTIONS OSTÉOARTICULAIRES MEMBRE SUPÉRIEUR
MKQ+152;ÉVAL INTERMÉDIAIRE POUR RÉÉDUC FONCTIONS OSTÉOARTICULAIRES MEMBRE SUPÉRIEUR
MKQ+272;ÉVAL FINALE POUR RÉÉDUC FONCTIONS OSTÉOARTICULAIRES MEMBRE SUPÉRIEUR
MKR+003;SÉANCE RÉENTRNMT FCTN PRÉHENSION + COMPENS PESANTEUR & RÉTRO-INFO EN ENVIRONNEMENT VIRTUEL
MKR+023;SÉANCE RÉÉDUC FONCTIONS OSTÉOARTICULAIRES MEMBRE SUPÉRIEUR POUR LÉSION DÉGÉNÉRATIVE
MKR+074;SÉANCE APPRENTIS PRÉHENSION + PROTHÈSE
MKR+126;SÉANCE RÉÉDUC FONCTIONS OSTÉOARTICULAIRES MEMBRE SUPÉRIEUR
MKR+226;SÉANCE RÉAPPRENTIS PRÉHENSION + ORTHÈSE
MKR+248;SÉANCE RÉÉDUC POSTOP FCTNS OSTÉOARTICS MBRE SUP APRÈS RÉPAR LÉSION TRAUMA / CORRECT VICE ARCHITECT
MKR+287;SÉANCE RÉÉDUC POSTOP FCTNS OSTÉOARTICS MBRE SUP APRÈS CORRECT LÉSION DÉGÉNÉRATIVE
NKQ+021;ÉVAL MARCHE EN TERRAIN PLAT
NKQ+069;ÉVAL MARCHE SUR PARCOURS AMÉNAGÉ + OBSTACLES
NKQ+222;ÉVAL FINALE POUR RÉÉDUC FONCTIONS OSTÉOARTICULAIRES MEMBRE INFÉRIEUR
NKQ+284;ÉVAL INITIALE POUR RÉÉDUC FONCTIONS OSTÉOARTICULAIRES MEMBRE INFÉRIEUR
NKQ+295;ÉVAL INTERMÉDIAIRE POUR RÉÉDUC FONCTIONS OSTÉOARTICULAIRES MEMBRE INFÉRIEUR
NKR+006;SÉANCE INDIVIDUELLE RÉADAPT Ã€ MARCHE
NKR+010;SÉANCE INDIVIDUELLE RÉÉDUC &/ RÉADAPT À MARCHE
NKR+012;SÉANCE INDIVIDUELLE RÉADAPT Ã€ COURSE
NKR+059;SÉANCE COLLECTIVE RÉADAPT Ã€ MARCHE
NKR+074;SÉANCE RÉENTRAINEMENT Ã€ MARCHE SUR TAPIS ROULANT + ALLÉGEMENT CORPOREL
NKR+085;SÉANCE COLLECTIVE RÉÉDUC Ã€ MARCHE
NKR+088;SÉANCE COLLECTIVE RÉÉDUC &/ RÉADAPT À MARCHE
NKR+103;SÉANCE RÉENTRNMT MOT MARCHE SUR PLATES-FORMES D'ENTRNMT ELLIPTIQUES + ALLÈG CORP
NKR+117;SÉANCE INDIVIDUELLE RÉÉDUC Ã€ MARCHE
NKR+130;SÉANCE RÉÉDUC POSTOP FCTNS OSTÉOARTICS MBRE INF APRÈS CORRECT LÉSION DÉGÉNÉRATIVE
NKR+174;SÉANCE INDIVIDUELLE RÉADAPT Ã€ MARCHE SUR PARCOURS AMÉNAGÉ + OBSTACLES
NKR+177;SÉANCE RÉÉDUC FONCTIONS OSTÉOARTICULAIRES MEMBRE INFÉRIEUR
NKR+179;S RÉENTRNMT SENSIT &/ MOT MARCH TAP ROUL ASSERV + ORTHÈSES ROBOT D'ASSIST, RÉTRO-INFO & ALLÈG CORP
NKR+189;SÉANCE RÉAPPRENTIS MARCHE + ORTHÈSE
NKR+204;SÉANCE RÉÉDUC POSTOP FCTNS OSTÉOARTICS MBRE INF APRÈS RÉPAR LÉSION TRAUMA / CORRECT VICE ARCHITECT
NKR+260;SÉANCE COLLECTIVE RÉADAPT Ã€ COURSE
NKR+266;SÉANCE RÉAPPRENTIS MARCHE + PROTHÈSE
NKR+278;SÉANCE COLLECTIVE RÉADAPT Ã€ MARCHE SUR PARCOURS AMÉNAGÉ + OBSTACLES
NKR+280;SÉANCE RÉÉDUC FONCTIONS OSTÉOARTICULAIRES MEMBRE INFÉRIEUR POUR LÉSION DÉGÉNÉRATIVE
PBR+256;SÉANCE MOBILISATION ARTICULAIRE PASSIVE
PCM+064;SÉANCE INDIVIDUELLE RENFORCEMENT MUSCULAIRE CONTRE RÉSISTANCE + MATÉRIEL
PCM+253;SÉANCE COLLECTIVE RENFORCEMENT MUSCULAIRE CONTRE RÉSISTANCE + MATÉRIEL
PCM+262;SÉANCE COLLECTIVE RENFORCEMENT MUSCULAIRE CONTRE RÉSISTANCE SANS MATÉRIEL
PCM+283;SÉANCE INDIVIDUELLE RENFORCEMENT MUSCULAIRE CONTRE RÉSISTANCE SANS MATÉRIEL
PCQ+057;QUANTIFICATION FORCE & ENDURANCE MUSCULAIRE PÉRIPHÉRIQUE SANS APPAREIL
PCQ+140;QUANTIFICATION FORCE MUSCULAIRE PÉRIPHÉRIQUE
PCQ+163;QUANTIFICATION FORCE MUSCULAIRE PÉRIPHÉRIQUE SANS APPAREIL
PCQ+179;QUANTIFICATION FORCE & ENDURANCE MUSCULAIRE PÉRIPHÉRIQUE + APPAREIL
PCR+004;SÉANCE INDIVIDUELLE RÉENTRAINEMENT Ã€ L'EFFORT + MATÉRIEL SPORT
PCR+025;PREUVE D'ENDURANCE Ã€ L'EFFORT SUR ERGOMÉTRE
PCR+088;SÉANCE RÉÉDUC FONCTIONS MUSCULAIRES POUR AFFECTION MUSCULAIRE DÉGÉNÉRATIVE
PCR+125;SÉANCE RÉÉDUC MUSCULAIRE COLLECTIVE POUR UTILISATION FAUTEUIL ROULANT MANUEL
PCR+143;SÉANCE RÉÉDUC MUSCULAIRE INDIVIDUELLE POUR UTILISATION FAUTEUIL ROULANT MANUEL
PCR+272;SÉANCE COLLECTIVE RÉENTRAINEMENT Ã€ L'EFFORT + MATÉRIEL SPORT
PCR+285;SÉANCE RÉADAPT Ã€ L'EFFORT MUSCULAIRE APRÉS RÉÉDUC APPAREIL LOCOMOTEUR
PEB+196;SÉANCE POSTURE ARTICULAIRE
PEE+041;SÉANCE VERTICALISATION SANS APPAREIL DYNAMIQUE
PEE+175;SÉANCE VERTICALISATION + APPAREIL DYNAMIQUE
PEM+025;RÉPAR MÉCANIQUE FAUTEUIL ROULANT / VÉHICULE SUBSTITUTION Ã€ LOCOMOTION
PEM+040;FABRIC D'1 COQUILLE MAINTIEN ASSIS
PEM+049;FABRIC D'1 APPAREIL MAINTIEN EN POSITION ASSISE POUR FAUTEUIL ROULANT
PEM+058;ESSAI & ADAPT INIT BLOC COMMANDE + OPTION COMMANDE PERS POUR FAUTEUIL ROUL Ã€ PROPULSION ÉLECTRIQUE
PEM+112;RÉGLAGE SECONDAIRE FAUTEUIL ROULANT / VÉHICULE SUBSTITUTION Ã€ LOCOMOTION
PEM+114;RÉPAR ÉLECTRONIQUE FAUTEUIL ROULANT / VÉHICULE SUBSTITUTION Ã€ LOCOMOTION
PEM+132;ESSAI & ADAPT INITIALE BLOC COMMANDE POUR FAUTEUIL ROULANT Ã€ PROPULSION ÉLECTRIQUE
PEM+143;FOURNIT FAUTEUIL ROULANT / VÉHICULE SUBSTITUTION Ã€ LOCOMOTION
PEM+155;FABRIC D'1 COQUILLE VERTICALISATION
PEM+226;FABRIC / ADAPT & MISE EN PLACE D'ACCESS PERS / MESURE POUR FAUT ROUL / VÉHIC SUBSTIT Ã€ LOCOM
PEM+241;FOURNIT D'ACCESSOIRE SÉRIE POUR FAUTEUIL ROULANT / VÉHICULE SUBSTITUTION Ã€ LOCOMOTION
PEM+258;FABRIC SUR MOULAGE D'1 COQUILLE VERTICALISATION / MAINTIEN ASSIS
PEM+264;ADAPT SECONDAIRE FAUTEUIL ROULANT / VÉHICULE SUBSTITUTION Ã€ LOCOMOTION
PEM+286;ESSAI & ADAPT INITIALE BLOC COMMANDE DÉPORTÉ POUR FAUTEUIL ROULANT Ã€ PROPULSION ÉLECTRIQUE
PEQ+004;ÉVAL POUR FOURNIT FAUTEUIL ROULANT / VÉHICULE SUBSTITUTION Ã€ LOCOMOTION
PEQ+017;ÉVAL INITIALE RISQUE CHUTE
PEQ+038;ÉVAL INTERMÉDIAIRE RISQUE CHUTE
PEQ+059;SÉANCE FAMILIARISATION EN PISCINE POUR CONTRÔLE APPRÉHENSION MILIEU AQUATIQUE
PEQ+064;ÉVAL CAPACITÉ MANIEMENT FAUTEUIL ROULANT
PEQ+086;ÉVAL POUR FOURNIT FAUTEUIL ROULANT ÉLECTRIQUE
PEQ+185;QUANTIFICATION ACTIVITÉS PHYSIQUES QUOTIDIENNES
PEQ+223;ÉVAL POUR FOURNIT FAUTEUIL ROULANT POUR TÉTRAPLÉGIQUE / POUR ACTIVITÉ PROFESSIONNELLE / SPORTIVE
PEQ+238;ÉVAL FINALE RISQUE CHUTE
PEQ+266;MESURE APTITUDE PHYSIQUE ANAÉROBIE
PER+043;SÉANCE INDIVIDUELLE APPRENTIS Ã€ L'UTILISATION FAUTEUIL ROULANT ÉLECTRIQUE
PER+056;SÉANCE COLLECTIVE RÉADAPT Ã€ NATATION
PER+096;SÉANCE APPRENTIS TRANSFERTS
PER+103;SÉANCE D' APPRENTIS UTILISATION D'1 FAUTEUIL ROULANT EN ÉTABLISSEMENT
PER+112;SÉANCE INDIVIDUELLE RÉADAPT Ã€ NATATION
PER+113;SÉANCE INDIV PERFECTIONNEMENT &/ D'ENTRNMT Ã€ L'UTILISATION FAUTEUIL ROUL SUR PARCOURS AMÉNAGÉ
PER+118;SÉANCE COLLECTIVE GYMNASTIQUE AQUATIQUE
PER+132;SÉANCE INDIV APPRENTIS Ã€ L'UTILISATION FAUTEUIL ROUL MANUEL SUR PARCOURS AMÉNAGÉ PRÉDÉFINI
PER+154;SÉANCE COLLECTIVE PRÉVENTION CHUTES
PER+163;SÉANCE APPRENTIS INDIVIDUEL OPTIMISATION ÉNERGÉTIQUE GESTES QUOTIDIENS
PER+207;SÉANCE COLLECT PERFECTIONNEMENT &/ D'ENTRNMT Ã€ L'UTILISATION FAUTEUIL ROUL SUR PARCOURS AMÉNAGÉ
PER+223;SÉANCE RÉÉDUC TROUBLES POSTURE AXIALE
PER+233;SÉANCE APPRENTIS COLLECTIF OPTIMISATION ÉNERGÉTIQUE GESTES QUOTIDIENS
PER+250;SÉANCE INDIVIDUELLE PRÉVENTION CHUTES
PER+253;SÉANCE APPRENTIS TRANSFERTS EN SITUATION D'ACTIVITÉ PHYSIQUE &/ SPORTIVE
PER+269;APPRENTIS ENTOURAGE PATIENT AUX MÉTHODES TRANSFERT
PER+285;SÉANCE COLLECTIVE GYMNASTIQUE
PZE+057;SÉANCE MASSAGE
PZL+208;SÉANCE D'APPLICATION D'AGENT PHYSIQUE Ã€ VISÉE THÉRAPEUTIQUE
PZL+212;MISE EN PLACE DISPOSITIF GÉNÉRATEUR D'AGENT PHYSIQUE Ã€ VISÉE THÉRAPEUTIQUE
P0;APPAREIL D'ISOCINÉTISME
P1;ASSISTANCE ROBOTISÉE MARCHE
P2;ASSISTANCE ROBOTISÉE MEMBRES SUPÉRIEURS À FINS RÉÉDUC
P3;LOCAUX PERMETTANT SIMULATION D'ESPACES VIE
P4;APPARTEMENT D'AUTONOMIE
P5;LABORATOIRE D'ANALYSE MARCHE & MOUVEMENT
P6;SIMULATEUR CONDUITE AUTOMOBILE
P7;ÉQUIPEMENTS D'EXPLORATION ÉQUILIBRE &/ POSTURE
P8;VÉHICULE ADAPTÉ POUR PERSONNE À MOBILITÉ RÉDUITE
QAE+213;SÉANCE POSTURE D'ÉTIREMENT &/ COMPRESSION CUTANÉ TÊTE / COU
QAQ+067;ÉVAL FINALE QUALITATIVE & QUANTITATIVE ÉTAT CUTANÉ & TROPHIQUE TÃŠTE &/ MAIN
QAQ+093;ÉVAL INTERMÉDIAIRE QUALITATIVE & QUANTITATIVE ÉTAT CUTANÉ & TROPHIQUE TÃŠTE &/ MAIN
QAQ+198;ÉVAL INITIALE QUALITATIVE & QUANTITATIVE ÉTAT CUTANÉ & TROPHIQUE TÃŠTE &/ MAIN
QAR+001;SÉANCE APPRENTIS Ã€ RÉALISATION SOINS COSMÉTIQUES POUR CICATRICE VISAGE &/ COU
QAR+018;SÉANCE APPRENTIS COLLECT MAQUILLAGE &/ COIFFURE EN DEHORS D'1 PROGRAMME D'ÉDUCATION THÉRAPEUTIQUE
QAR+274;SÉANCE APPRENTIS INDIV MAQUILLAGE &/ COIFFURE EN DEHORS D'1 PROGRAMME D'ÉDUCATION THÉRAPEUTIQUE
QBE+119;SÉANCE POSTURE D'ÉTIREMENT / COMPRESSION CUTANÉ D'1 MEMBRE EN DEHORS MAIN / PIED
QCE+001;SÉANCE POSTURE D'ÉTIREMENT &/ COMPRESSION CUTANÉ MEMBRE SUPÉRIEUR EN DEHORS MAIN
QCE+268;SÉANCE POSTURE D'ÉTIREMENT &/ COMPRESSION CUTANÉ MAIN
QC;RÉALIS L'ACTE 1 PLATEAU TECHNIQ SPÉCIALISÉ, SIMULATR &/ VÉHIC ADAPTÉ POUR 1 RÉÉDUC RETOUR À CONDUITE
QDE+038;SÉANCE POSTURE D'ÉTIREMENT &/ COMPRESSION CUTANÉ D'1 MEMBRE INFÉRIEUR EN DEHORS PIED
QDE+094;SÉANCE POSTURE D'ÉTIREMENT &/ COMPRESSION CUTANÉ PIED
QF;RÉALIS L'ACTE SUR 1 PLATEAU TECHNIQUE SPÉCIALISÉ, RÉÉDUC INTENSIVE MBRES INF
QI;RÉALISATION L'ACTE SUR 1 PLATEAU TECHNIQUE SPÉCIALISÉ, ISOCINÉTISME
QM;RÉALISATION L'ACTE SUR 1 PLATEAU TECHNIQUE SPÉCIALISÉ, BALNÉOTHÉRAPIE
QQ;RÉALIS L'ACTE SUR 1 PLATEAU TECHNIQ SPÉCIALISÉ, LABORATOIRE D'ANALY QUANTIFIÉE MARCHE & MVMNT
QS;RÉALISATION L'ACTE SUR 1 PLATEAU TECHNIQUE SPÉCIALISÉ, RÉÉDUC ASSISTÉE MEMBRE SUPÉRIEUR
QZL+088;SÉANCE D'APPLICATION DOUCHE FILIFORME
QZQ+104;ÉVAL INTERMÉDIAIRE QUALITATIVE & QUANTITATIVE ÉTAT CUTANÉ & TROPHIQUE EN DEHORS TÃŠTE & MAINS
QZQ+186;ÉVAL FINALE QUALITATIVE & QUANTITATIVE ÉTAT CUTANÉ & TROPHIQUE EN DEHORS TÃŠTE & MAINS
QZQ+255;ÉVAL INITIALE QUALITATIVE & QUANTITATIVE ÉTAT CUTANÉ & TROPHIQUE EN DEHORS TÃŠTE & MAINS
QZR+170;APPRENTIS PATIENT &/ SON ENTOURAGE Ã€ PRÉVENTION ESCARRES & ATTITUDES VICIEUSES
QZR+245;APPRENTIS PATIENT &/ SON ENTOURAGE À RÉALIS POSTURE D'ÉTIREMENT &/ COMPRESS CUTANÉ
QZR+281;SÉANCE APPRENTIS Ã€ RÉALISATION SOINS COSMÉTIQUES POUR CICATRICE EN DEHORS VISAGE & COU
RW;RÉALISATION ACTE EN ÉTABLISSEMENT, EN EXTÉRIEUR + ÉQUIPEMENT
TF;RÉALISATION ACTE EN ÉTABLISSEMENT, EN EXTÉRIEUR SANS ÉQUIPEMENT
XH;RÉALISATION ACTE SUR LIEU VIE PATIENT
ZAM+030;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESSION RIGIDE COU, CHEZ L'ADULTE
ZAM+043;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESSION RIGIDE COU, CHEZ L'ENFANT
ZAM+044;FABRIC SUR MOULAGE D'1 MINERVE
ZAM+045;FABRIC SUR MESURE D'1 MINERVE MONOVALVE
ZAM+064;FABRIC SUR MESURE D'1 ORTHÈSE COMPRESSION ÉLASTIQUE TÊTE
ZAM+071;FABRIC SUR MOULAGE D'1 ORTHÈSE RIGIDE POSTURE CUTANÉE COU
ZAM+078;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESSION RIGIDE FACE, CHEZ L'ADULTE
ZAM+081;FABRIC SUR MESURE D'1 MINERVE PLURIVALVES
ZAM+108;FABRIC SUR MOULAGE EN POSITION ASSISE / COUCHÉE D'1 MINERVE PLURIVALVES
ZAM+129;FABRIC D'1 ORTHÈSE RIGIDE POSTURE CUTANÉE PÉRIBUCCALE
ZAM+132;FABRIC SUR MOULAGE EN POSITION DEBOUT D'1 MINERVE MONOVALVE
ZAM+146;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESSION RIGIDE FACE
ZAM+152;FABRIC SUR MOULAGE D'1 ORTHÈSE RIGIDE POSTURE CUTANÉE FACE & COU
ZAM+153;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESSION RIGIDE COU
ZAM+209;FABRIC SUR MOULAGE EN POSITION ASSISE / COUCHÉE D'1 MINERVE MONOVALVE
ZAM+221;FABRIC SUR MOULAGE D'1 ORTHÈSE RIGIDE POSTURE CUTANÉE FACE
ZAM+227;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÉSE COMPRESSION RIGIDE FACE & COU, CHEZ L'ENFANT
ZAM+230;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESSION RIGIDE FACE, CHEZ L'ENFANT
ZAM+240;FABRIC SUR MOULAGE EN POSITION DEBOUT D'1 MINERVE PLURIVALVES
ZAM+256;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESSION RIGIDE FACE & COU
ZAM+279;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÉSE COMPRESSION RIGIDE FACE & COU, CHEZ L'ADULTE
ZAM+290;FABRIC SUR MOULAGE CASQUE / PROTÈGE TÊTE
ZAM+294;FABRIC SUR MESURE D'1 MINERVE
ZBE+110;SÉANCE POSTURE D'ÉTIREMENT / COMPRESSION CUTANÉ TRONC
ZBM+009;FABRIC SUR MOULAGE SUR CADRE COTREL D'1 CORSET PLURIVALVES D'IMMOBILISATION TRONC
ZBM+011;FABRIC SUR MOULAGE SUR CADRE COTREL D'1 CORSET PLURIVALVES CORRECTION DÉFORMATION TRONC
ZBM+045;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESSION RIGIDE TRONC
ZBM+055;FABRIC D'1 ORTHÈSE RIGIDE POSTURE CUTANÉE THORACIQUE
ZBM+068;FABRIC SUR MESURE D'1 CORSET MONOVALVE CORRECTION DÉFORMATION TRONC
ZBM+096;FABRIC SUR MOULAGE D'1 CORSET PLURIVALVES D'IMMOBILISATION TRONC
ZBM+099;FABRIC SUR MESURE D'1 ORTHÈSE COMPRESS ÉLASTIQUE EN DEHORS MAIN / PIED, SANS ADJONCTION À COMPRESS
ZBM+100;FABRIC SUR MESURE D'1 CORSET
ZBM+129;FABRIC SUR MOULAGE EN POSITION ASSISE / COUCHÉE D'1 CORSET PLURIVALVES CORRECTION DÉFORMATION TRONC
ZBM+131;FABRIC D'1 APPAREIL D'IMMOBILISATION / POSTURE THORACOBRACHIAL EN PLÂTRE / EN RÉSINE
ZBM+146;FABRIC SUR MOULAGE D'1 CORSET MONOVALVE D'IMMOBILISATION TRONC
ZBM+153;FABRIC SUR MOULAGE EN POSITION DEBOUT D'1 CORSET PLURIVALVES CORRECTION DÉFORMATION TRONC
ZBM+166;RÉALIS SUR MOULAGE EN POSITION ASSISE / COUCHÉE D'1 CORSET MONOVALVE CORRECT DÉFORMATION TRONC
ZBM+181;FABRIC SUR MESURE D'1 CORSET PLURIVALVES CORRECTION DÉFORMATION TRONC
ZBM+183;FABRIC SUR MOULAGE EN POSITION DEBOUT D'1 CORSET MONOVALVE CORRECTION DÉFORMATION TRONC
ZBM+209;FABRIC D'1 APPAREIL D'IMMOBILISATION / POSTURE TRONC EN PLÂTRE / EN RÉSINE
ZBM+212;FABRIC SUR MESURE D'1 ORTHÈSE COMPRESS ÉLASTIQUE TRONC & MBRES
ZBM+249;FABRIC SUR MESURE D'1 ORTHÈSE COMPRESSION ÉLASTIQUE TRONC
ZBM+293;FABRIC SUR MESURE D'1 ORTHÈSE COMPRESS ÉLASTIQUE EN DEHORS MAIN / PIED, + ADJONCTION À COMPRESS
ZBM+300;FABRIC SUR MOULAGE D'1 CORSET, SUR CADRE COTREL
ZBM+484;FABRIC SUR MOULAGE D'1 CORSET
ZCM+158;FOURNIT CORSET COUTIL
ZDE+297;SÉANCE POSTURE D'ÉTIREMENT CUTANÉ MAIN / PIED
ZDK+032;CHANGEMENT PIÈCE PROTHÈSE MEMBRE SUPÉRIEUR
ZDM+003;SÉANCE PRÉPAR PRÉALABLE Ã€ RÉÉDUC, MOIGNON EN PHASE CICATRISATION
ZDM+005;FABRIC SUR MOULAGE D'1 ORTHÈSE STATIQUE ARTICULÉE 3 SEGMENTS MEMBRE SUPÉRIEUR
ZDM+008;SÉANCE RECHERCHE POINTS MOT PAR RÉTROCONTRÔLE MUSCUL, POUR PROTHÈSE MYOÉLECTRIQUE MBRE SUP
ZDM+011;FABRIC D'1 PROTHÈSE ACTIVE MÉCANIQUE POUR DÉSARTICULATION D'ÉPAULE
ZDM+013;SÉANCE PRÉPAR PRÉALABLE Ã€ RÉÉDUC, MOIGNON CICATRISÉ
ZDM+020;FABRIC SUR MOULAGE D'1 ORTHÈSE DYNAMIQUE D'1 DOIGT + 2 ÉLÉMENTS MOTEURS
ZDM+022;FABRIC D'1 INTERFACE POUR EMBOÎTURE PROTHÈSE MEMBRE
ZDM+023;FABRIC D'1 PROTHSE INERTE / D'1 PROTHSE PASSIV APRÈS AMPUT TRANSRADIO-ULNA / DÉSARTICULAT POIGNET
ZDM+033;FABRIC SUR PRISE D'EMPREINTE D'1 ORTHÈSE COMPRESS RIGIDE MBRE SUP EN DEHORS MAIN
ZDM+035;FABRIC SUR MOULAGE D'1 ORTHÈSE STATIQUE NON ARTICULÉE 3 SEGMENTS MEMBRE SUPÉRIEUR
ZDM+046;FABRIC D'1 PROTHÉSE ACTIVE MÉCANIQUE POUR AMPUTATION TRANSRADIO-ULNAIRE / DÉSARTICULATION POIGNET
ZDM+049;FABRIC SUR MOULAGE D'1 ORTHÈSE DYNAMIQUE ARTICULÉE 3 SEGMENTS MBRE SUP + PLSRS ÉLÉMENTS MOT
ZDM+062;FABRIC SUR MESURE D'1 ORTHÉSE DYNAMIQUE 3 SEGMENTS MEMBRE SUPÉRIEUR + 1 ÉLÉMENT MOTEUR
ZDM+063;FABRIC D'1 PROTHSE INERTE / D'1 PROTHSE PASSIV APRÈS AMPUT TRANSHUMÉR / DÉSARTICULAT COUDE
ZDM+066;FABRIC D'1 PROTHÉSE ACTIVE ÉLECTRIQUE POUR AMPUTATION TRANSRADIO-ULNAIRE / DÉSARTICULATION POIGNET
ZDM+068;FABRIC SUR MOULAGE D'1 ORTHÈSE DYNAMIQUE D'1 DOIGT + 1 ÉLÉMENT MOTEUR
ZDM+073;FABRIC D'1 PROTHÉSE INERTE POUR DÉSARTICULATION D'ÉPAULE
ZDM+074;FABRIC SUR MOULAGE D'1 ORTHÈSE DYNAMIQUE NON ARTICULÉE 2 SEGMENTS MBRE SUP + 1 ÉLÉMENT MOT
ZDM+075;ADAPT SECONDAIRE EMBOÎTURE POUR ÉVOLUTION MORPHOLOGIQUE MOIGNON MEMBRE SUPÉRIEUR
ZDM+078;FABRIC SUR MESURE D'1 ORTHÈSE DYNAMIQUE D'1 DOIGT + 1 ÉLÉMENT MOTEUR
ZDM+079;FABRIC SUR MOULAGE D'1 ORTHÉSE DYNAMIQUE ARTICULÉE 2 SEGMENTS MEMBRE SUPÉRIEUR + 1 ÉLÉMENT MOTEUR
ZDM+082;FABRIC APRÈS AMPUTATION TRANSRADIO-ULNAIRE / DÉSARTICULATION POIGNET
ZDM+087;FABRIC SUR MESURE D'1 ORTHÉSE DYNAMIQUE 3 SEGMENTS MEMBRE SUPÉRIEUR + PLUSIEURS ÉLÉMENTS MOTEURS
ZDM+096;FABRIC D'1 PROTHÉSE POUR AMPUTATION PARTIELLE MAIN
ZDM+099;FABRIC PROTOTYPE POUR FOURNIT DISPOSITIF D'AIDE AU MAINTIEN POSTURE MEMBRES
ZDM+101;FABRIC SUR MOULAGE D'1 ORTHÈSE NON ARTICULÉE MEMBRE SUPÉRIEUR
ZDM+108;FABRIC SECONDAIRE D'EMBOÎTURE POUR PROTHÈSE EXTERNE MEMBRE SUPÉRIEUR
ZDM+117;FABRIC SUR MESURE D'1 ORTHÈSE STATIQUE 2 SEGMENTS MEMBRE SUPÉRIEUR
ZDM+119;FABRIC SUR MESURE D'1 ORTHÉSE DYNAMIQUE 2 SEGMENTS MEMBRE SUPÉRIEUR + PLUSIEURS ÉLÉMENTS MOTEURS
ZDM+128;FABRIC SUR MESURE D'1 ORTHÉSE COMPRESSION ÉLASTIQUE MAIN / PIED, + ADJONCTION Ã€ COMPRESSION
ZDM+131;FABRIC SUR MOULAGE D'1 ORTHÉSE DYNAMIQUE ARTICULÉE 3 SEGMENTS MEMBRE SUPÉRIEUR + 1 ÉLÉMENT MOTEUR
ZDM+133;FABRIC D'1 PROTHÈSE APRÈS AMPUTATION TRANSHUMÉRALE / DÉSARTICULATION COUDE
ZDM+134;FABRIC SUR MOULAGE D'1 ORTHÈSE STATIQUE D'1 DOIGT
ZDM+137;FABRIC SUR MESURE D'1 ORTHÈSE STATIQUE D'1 SEGMENT MEMBRE SUPÉRIEUR
ZDM+139;FABRIC D'1 APPAREIL D'IMMOBILISATION / POSTURE MEMBRE SUPÉRIEUR EN PLÂTRE / EN RÉSINE
ZDM+144;FABRIC SUR MOULAGE D'1 ORTHÈSE STATIQUE ARTICULÉE 2 SEGMENTS MEMBRE SUPÉRIEUR
ZDM+160;FABRIC D'1 PROTHÈSE APRÈS DÉSARTICULATION D'ÉPAULE
ZDM+164;FABRIC D'1 PROTHÉSE ACTIVE MÉCANIQUE POUR AMPUTATION TRANSHUMÉRALE / DÉSARTICULATION COUDE
ZDM+165;FABRIC SUR MESURE D'1 ORTHÈSE STATIQUE D'1 DOIGT
